MaHP,TenHP,ThoiLuong,TinChiHocTap,TinChiHocPhi,HeSo,MaNhomHP
EE4445,Điều khiển mờ và mạng nơron,3(3-1-0-6),3,4,0.7,NULL
EE4451,Điều khiển học lặp,2(2-1-0-4),2,3,0.5,NULL
EE4455,Các hệ thống cung cấp điện CN và dân dụng,2(2-1-0-4),2,3,0.7,NULL
EE4460,Thị trường điện,2(2-1-0-4),2,3,0.7,NULL
EE4461,Tích hợp các nguồn năng lượng mới,2(2-1-0-4),2,3,0.7,NULL
EE4462,Nhà máy điện gió và mặt trời,2(2-1-0-4),2,3,0.7,NULL
EE4462E,Nhà máy điện gió và mặt trời,2(2-1-0-4),2,3,0.7,NULL
EE4463,Phân tích các dự án năng lượng,2(2-1-0-4),2,3,0.7,NULL
EE4464,Quản lý phụ tải (DSM),2(2-1-0-4),2,3,0.7,NULL
EE4465,Các hệ thống cung cấp điện CN và dân dụng,3(3-1-0-6),3,4,0.7,NULL
EE4466,Lưới điện thông minh,2(2-1-0-4),2,3,0.7,NULL
EE4466E,Lưới điện thông minh và microgrid,3(3-1-0-6),3,4,0.7,NULL
EE4467,Phân tích độ tin cậy,2(2-1-0-4),2,3,0.7,NULL
EE4468,Phân tích độ tin cậy,2(2-1-0-4),2,3,0.7,NULL
EE4469,Quản lý phụ tải (DSM),3(3-1-0-6),3,4,0.7,NULL
EE4490,Kỹ thuật lập trình,3(3-1-0-6),3,4,0.7,NULL
EE4500,Đồ án chuyên ngành (KTĐ&THCN),2(0-0-4-4),2,4,0.7,NULL
EE4501,Cảm biến,2(2-0-0-4),2,2,0.75,NULL
EE4502,Kỹ thuật cảm biến,3(3-0-1-6),3,4.5,0.7,NULL
EE4503,Xử lý số tín hiệu,3(3-1-0.3-6),3,4.5,0.7,NULL
EE4504,Phương pháp đo,2(2-1-0.4-4),2,3.5,0.75,NULL
EE4505,Thiết bị đo,2(2-1-0.5-4),2,4,0.75,NULL
EE4506,Đồ án chuyên ngành,1(1-1-0-4),1,2,1,NULL
EE4507,Kỹ thuật vi xử lý II,2(2-1-0.4-4),2,3.5,0.75,NULL
EE4508,Đồ án kỹ thuật vi xử lý,1(1-1-0-4),1,2,1,NULL
EE4509,Cơ sở dữ liệu,2(2-0-0-4),2,2,0.75,NULL
EE4510,Mạng máy tính,2(2-0-0-4),2,2,0.75,NULL
EE4511,PLC và ứng dụng,3(3-1-0.3-6),3,4.5,0.7,NULL
EE4513,Quản lý công nghiệp,2(2-1-0-4),2,3,0.75,NULL
EE4514,Tiếng Anh chuyên ngành,2(2-0-0-4),2,2,0.75,NULL
EE4515,Cấu trúc máy tính,2(2-1-0-4),2,3,0.75,NULL
EE4516,Các hệ thống thời gian thực,2(2-0-0-4),2,2,0.75,NULL
EE4517,Thiết kế mạch điện tử bằng máy tính,2(2-0-0-4),2,2,0.75,NULL
EE4518,Thiết bị đo y sinh,2(2-0-0-4),2,2,0.75,NULL
EE4519,Mạng nơron và ứng dụng trong xử lý tín hiệu,2(2-0-0-4),2,2,0.8,NULL
EE4520,Đo và kiểm tra môi trường,2(2-0-0-4),2,2,0.75,NULL
EE4521,Điều khiển robot công nghiệp,2(2-0-0-4),2,2,0.75,NULL
EE4522,Mẫu và kiểm tra mẫu,2(2-0-0-4),2,2,0.75,NULL
EE4523,Nhiễu điện từ và các phương pháp chống nhiễu,2(2-0-0-4),2,2,0.75,NULL
EE4524,Đo và kiểm tra không phá hủy,2(2-0-0-4),2,2,0.5,NULL
EE4525,Vi hệ thống,2(2-0-0-4),2,2,0.75,NULL
EE4526,Lập trình C cho hệ thống nhúng,2(2-0-0-4),2,2,0.75,NULL
EE4527,Công nghệ FPGA và ngôn ngữ VHDL,2(2-1-0-4),2,3,0.75,NULL
EE4528,Đo lường nâng cao,2(2-1-0-4),2,3,0.75,NULL
EE4529,CĐ3: Tin học công nghiệp,2(2-0-0-4),2,2,0.75,NULL
EE4530,Thiết kế hệ thống TĐH,2(2-1-0-4),2,3,0.7,NULL
EE4531,Thiết bị đo y sinh và môi trường,3(3-1-0-6),3,4,0.7,NULL
EE4536,Dụng cụ và hệ thống tự động hóa đo trong xử lý môi trường,2(2-1-0-4),2,3,0.7,NULL
EE4539,Truyền động điện và điện tử công suất,2(2-0-1-4),2,3.5,0.7,NULL
EE4540,Điều khiển máy CNC,2(2-1-0-4),2,3,0.7,NULL
EE4550,Mạng tốc độ cao,3(3-1-0-6),3,4,0.7,NULL
EE4551,Thiết kế hệ thống nhúng,3(3-1-0-6),3,4,0.7,NULL
EE4552,Mạng cảm biến không dây,2(2-1-0-4),2,3,0.5,NULL
EE4559,Điều khiển truyền động điện,2(2-1-0-4),2,3,0.7,NULL
EE4560,Công nghệ chế tạo thiết bị điện công nghiệp,2(2-1-0-4),2,3,0.5,NULL
EE4561,Thiết kế máy điện công nghiệp,2(2-1-0-4),2,3,0.5,NULL
EE4562,Thiết kế thiết bị đóng cắt và bảo vệ,2(2-1-0-4),2,3,0.5,NULL
EE4563,Thiết kế thiết bị điều khiển máy điện,2(2-1-0-4),2,3,0.5,NULL
EE4564,Máy điện nâng cao,2(2-1-0-4),2,3,0.5,NULL
EE4565,Thiết bị đóng cắt hiện đại,2(2-1-0-4),2,3,0.5,NULL
EE4566,Tối ưu hóa máy điện,2(2-1-0-4),2,3,0.5,NULL
EE4567,Kỹ thuật tích trữ năng lượng,2(2-1-0-4),2,3,0.5,NULL
EE4568,Máy điện trong năng lượng tái tạo,2(2-1-0-4),2,3,0.5,NULL
EE4570,Thực tập cơ sở,3(0-0-6-12),3,6,0.7,NULL
EE4571,"Giám sát, chuẩn đoán sự cố trong TBĐ",2(2-1-0-4),2,3,0.5,NULL
EE4572,Bảo trì dự báo,2(2-1-0-4),2,3,0.5,NULL
EE4573,Đánh giá tuổi thọ và độ tin cậy của TBĐ,2(2-1-0-4),2,3,0.5,NULL
EE4601,Hệ thống điều khiển và giám sát,4(3-1-1-6),4,5.5,0.7,NULL
EE4602,Vi xử lý,3(3-0-1-6),3,4.5,0.7,NULL
EE4603,Mạng cục bộ công nghiệp,2(2-1-0-4),2,3,0.7,NULL
EE4604,Các hệ thống thời gian thực,2(2-0-0-4),2,2,0.7,NULL
EE4605,Mô hình hoá các hệ thống rời rạc,2(2-1-0-4),2,3,0.7,NULL
EE4606,Đánh giá hiệu năng của các quá trình sản xuất,2(2-0-0-2),2,2,0.7,NULL
EE4607,Robot công nghiệp,3(3-0-0-6),3,3,0.7,NULL
EE4608,Đo và điều khiển công nghiệp,3(3-0-1-4),3,4.5,0.7,NULL
EE4610,Cảm biến và đo lường thông minh,2(2-1-0-4),2,3,0.7,NULL
EE4611,An ninh và quản trị mạng,3(3-0-0-6),3,3,0.7,NULL
EE4616,Cảm biến và đo lường thông minh,3(3-1-0-6),3,4,0.7,NULL
EE4670,Thực tập cơ sở,3(0-0-6-12),3,6,1,NULL
EE4671,Thực tập chuyên ngành,3(0-0-6-12),3,6,0.7,NULL
EE4672,Kiểm toán năng lượng,2(2-1-0-4),2,3,0.5,NULL
EE4673,Kiểm toán năng lượng,3(2-2-0-6),3,4,0.7,NULL
EE4800,Thực tập công nghiệp,12(0-0-24-24),12,24,0.5,NULL
EE4810,Thực tập kỹ sư,6(0-0-12-12),6,15,0.5,NULL
EE4820,Thực tập kỹ sư,6(0-0-12-12),6,15,0.5,NULL
EE4829,Điều khiển nối mạng,2(2-1-0-4),2,3,0.5,NULL
EE4829Q,Điều khiển nối mạng,2(2-1-0-4),2,3,0.5,NULL
EE4900,Đồ án tốt nghiệp cử nhân,6(0-0-12-12),6,15,0.5,NULL
EE4900E,Đồ án tốt nghiệp cử nhân,6(0-0-12-12),6,15,0.5,NULL
EE4910,Đồ án tốt nghiệp cử nhân,6(0-0-12-12),6,15,0.5,NULL
EE4910E,Đồ án thiết kế,3(0-0-6-12),3,6,0.7,NULL
EE4920,Đồ án nghiên cứu Cử nhân (Kỹ thuật điện),8(0-0-16-32),8,20,0.5,NULL
EE4920E,Đồ án nghiên cứu Cử nhân (CTTT Hệ thống điện),8(0-0-16-32),8,20,0.5,NULL
EE4921,Đồ án nghiên cứu Cử nhân (Kỹ thuật Điều khiển và Tự động hóa),8(0-0-16-32),8,20,0.5,NULL
EE4922,Đồ án nghiên cứu Cử nhân (CTTN ĐKTĐ),8(0-0-16-32),8,20,0.5,NULL
EE4922E,Đồ án nghiên cứu Cử nhân (CTTT ĐKTĐH),8(0-0-16-32),8,20,0.5,NULL
EE4xxx,Điều khiển PLC,2(2-0-1-4),2,3.5,0.7,NULL
EE5001,Thực tập tốt nghiệp,3(0-0-6-12),3,7.5,0.5,NULL
EE5002,Đồ án tốt nghiệp,9(0-0-18-36),9,22.5,0.5,NULL
EE5010,Đồ án tốt nghiệp kỹ sư KTĐ,9(0-0-18-18),9,22.5,0.5,NULL
EE5010E,Đồ án tốt nghiệp cử nhân,6(0-0-12-12),6,15,0.5,NULL
EE5011,Thực tập tốt nghiệp,4(0-0-8-16),4,10,0.5,NULL
EE5012,Thực tập tốt nghiệp,4(0-0-8-16),4,10,0.5,NULL
EE5013,Thực tập tốt nghiệp,4(0-0-8-16),4,10,0.5,NULL
EE5014,Thực tập tốt nghiệp,4(0-0-8-16),4,10,0.5,NULL
EE5015,Thực tập tốt nghiệp,4(0-0-8-16),4,10,0.5,NULL
EE5020,Đồ án tốt nghiệp kỹ sư (ĐK&TDH),9(0-0-18-18),9,22.5,0.5,NULL
EE5020E,Đồ án tốt nghiệp cử nhân,6(0-0-12-12),6,15,0.5,NULL
EE5021,Thực tập tốt nghiệp,3(0-0-6-12),3,7.5,0.5,NULL
EE5022,Đồ án tốt nghiệp kỹ sư (HTĐ),10(0-0-20-20),10,25,0.5,NULL
EE5032,Thực tập tốt nghiệp,4(0-0-8-16),4,10,0.5,NULL
EE5040,Phương pháp các phần tử hữu hạn,2(2-0-0-4),2,2,0.7,NULL
EE5042,Thực tập tốt nghiệp,4(0-0-8-16),4,10,0.5,NULL
EE5042E,Thực tập tốt nghiệp,4(0-0-8-16),4,10,0.7,NULL
EE5043,Thực tập tốt nghiệp,4(0-0-8-16),4,10,0.7,NULL
EE5044,An toàn điện,2(2-1-0-4),2,3,0.7,NULL
EE5050,Kỹ thuật điện cao áp II,2(2-1-0-4),2,3,0.7,NULL
EE5052,Thực tập tốt nghiệp,4(0-0-8-16),4,10,0.5,NULL
EE5060,Sử dụng máy tính trong phân tích HTĐ,3(3-1-0-6),3,4,0.7,NULL
EE5061,Sử dụng máy tính trong phân tích HTĐ,2(2-1-0-4),2,3,0.7,NULL
EE5070,Chuyên đề NMĐ nguyên tử,2(2-0-0-4),2,2,0.7,NULL
EE5071,Các nguồn năng lượng tái tạo,2(2-0-0-4),2,2,0.7,NULL
EE5072,Cơ khí đường dây,2(2-1-0-4),2,3,0.7,NULL
EE5100,Thực tập tốt nghiệp (KTĐ),3(0-0-6-6),3,7.5,0.5,NULL
EE5111,Đồ án tốt nghiệp,10(0-0-20-40),10,25,0.5,NULL
EE5112,Đồ án tốt nghiệp,10(0-0-20-40),10,25,0.5,NULL
EE5113,Đồ án tốt nghiệp,10(0-0-20-40),10,25,0.5,NULL
EE5114,Đồ án tốt nghiệp,10(0-0-20-40),10,25,0.5,NULL
EE5115,Đồ án tốt nghiệp,10(0-0-20-40),10,25,0.5,NULL
EE5121,Đồ án tốt nghiệp,10(0-0-20-40),10,25,0.5,NULL
EE5132,Đồ án tốt nghiệp,10(0-0-20-40),10,25,0.5,NULL
EE5142,Đồ án tốt nghiệp,10(0-0-20-40),10,25,0.5,NULL
EE5142E,Đồ án tốt nghiệp,10(0-0-20-40),10,25,0.5,NULL
EE5143,Đồ án tốt nghiệp,10(0-0-20-40),10,25,0.5,NULL
EE5152,Đồ án tốt nghiệp,10(0-0-20-40),10,25,0.5,NULL
EE5154,Dự báo phụ tải,2(2-1-0-4),2,3,0.7,NULL
EE5155,Khoa học dữ liệu ứng dụng trong hệ thống điện,2(2-1-0-4),2,3,0.7,NULL
EE5160,Vận hành nhà máy điện,2(2-0-0-4),2,2,0.7,NULL
EE5200,Thực tập tốt nghiệp (ĐK&TĐH),3(0-0-6-6),3,7.5,0.5,NULL
EE5201,Đồ án tốt nghiệp kỹ sư,9(0-0-18-36),9,22.5,0.5,NULL
EE5211,Thiết kế khí cụ điện,3(3-1-0-6),3,4,0.7,NULL
EE5220,Hệ thống tự động hóa nhà máy giấy,2(2-1-0-4),2,3,0.7,NULL
EE5232,SCADA trong hệ thống điện,2(2-0-0-4),2,2,0.7,NULL
EE5241,Mô phỏng và tối ưu hóa năng lượng trong thiết kế và vận hành tòa nhà,2(2-1-0-4),2,3,0.7,NULL
EE5247,Nhà máy số,2(2-1-0-4),2,3,0.7,NULL
EE5250,Xử lý tín hiệu,2(2-1-0-4),2,3,0.7,NULL
EE5426,Thiết kế hệ thống biến đổi điện năng,2(2-1-0-4),2,3,0.7,NULL
EE5432,Phương pháp tính toán điện từ trường,2(2-1-0-4),2,3,0.7,NULL
EE5456,Học máy,2(2-1-0-4),2,3,0.7,NULL
EE5572,Mô phỏng số trong thiết kế thiết bị điện,2(2-1-0-4),2,3,0.7,NULL
EE5601,Thực tập tốt nghiệp,4(0-0-8-16),4,10,0.7,NULL
EE5602,Đồ án tốt nghiệp,10(0-0-20-40),10,25,0.5,NULL
EE6868,Động cơ điện và điều khiển,3(3-0-1-6),3,4.5,0.7,NULL
EM1010F,Quản trị tổ chức, ,2,3,0.7,NULL
EM1010Q,Quản trị học đại cương,2(2-1-0-4),2,3,0.5,NULL
EM1011F,Quản trị học đại cương,2(2-1-0-4),2,3,0.7,NULL
EM1014,Quản trị học,2(2-1-0-4),2,3,0.5,NULL
EM1060,Luật,2(2-0-0-4),2,2,0.6,NULL
EM1100,Kinh tế vi mô đại cương,3(3-1-0-6),3,4,0.6,NULL
EM1110,Kinh tế học vĩ mô đại cương,3(3-1-0-6),3,4,0.6,NULL
EM1110E,Kinh tế học vĩ mô đại cương,3(3-1-0-6),3,4,0.6,NULL
EM1170Q,Pháp luật đại cương,2(2-0-0-4),2,2,0.5,NULL
EM1180Q,Văn hóa kinh doanh và tinh thần khởi nghiệp,2(2-1-0-4),2,3,0.5,NULL
EM1300,Nhập môn Quản trị kinh doanh,2(2-0-1-4),2,3.5,0.5,NULL
EM1300F,Nhập môn kinh doanh,2(2-1-0-6),2,3,0.7,NULL
EM1322,Academic Writing and Presentation,3(2-2-0-6),3,4,0.5,NULL
EM1400,Nhập môn Quản lý công nghiệp,2(2-0-1-4),2,3.5,0.5,NULL
EM1400Q,Nhập môn ngành Quản lý công nghiệp,2(1-2-0-4),2,3,0.5,NULL
EM1410,Nhập môn Logistics và Quản lý chuỗi cung ứng,2(1-2-0-4),2,3,0.7,NULL
EM1420,Các hệ thống công nghiệp,2(1-0-2-4),3,4,0.7,NULL
EM1420E,Nhập môn Logistics và Quản lý chuỗi cung ứng,2(1-0-2-4),2,4,0.5,NULL
EM1422,Academic Writing and Presentation,3(2-2-0-6),3,4,0.5,NULL
EM1500,Nhập môn Tài chính ngân hàng,2(2-0-1-4),2,3.5,0.5,NULL
EM1522,Academic Writing and Presentation,3(2-2-0-6),3,4,0.5,NULL
EM1600,Nhập môn Kinh tế công nghiệp,2(2-0-1-4),2,3.5,0.5,NULL
EM1601,Nhập môn Quản lý năng lượng,2(2-0-1-4),2,3.5,0.5,NULL
EM1622,Academic Writing and Presentation,3(2-2-0-6),3,4,0.6,NULL
EM1700,Nhập môn Kế toán,2(2-0-1-4),2,3.5,0.5,NULL
EM1722,Academic Writing and Presentation,3(2-2-0-6),3,4,0.5,NULL
EM1800,Nhập môn Phân tích kinh doanh,2(1-0-2-4),2,4,0.5,NULL
EM1800E,Nhập môn Phân tích kinh doanh,2(1-2-0-4),2,3,0.5,NULL
EM2104,Quản trị doanh nghiệp,2(2-1-0-4),2,3,0.7,NULL
EM2105,Kỹ thuật nghiệp vụ ngoại thương,2(2-1-0-4),2,3,0.5,NULL
EM2105E,Kỹ thuật nghiệp vụ ngoại thương,2(2-1-0-4),2,3,0.5,NULL
EM2105Q,Quản lý ngoại thương,2(2-1-0-4),2,3,0.5,NULL
EM2120,Kinh tế và quản lý công nghiệp,2(2-1-0-4),2,3,0.6,NULL
EM2130,Toán tài chính đại cương,2(2-1-0-4),2,3,0.6,NULL
EM2131,Toán ứng dụng trong kinh doanh và thương mại,3(3-1-0-6),3,4,0.6,NULL
EM2132,Toán kinh tế II,2(2-1-0-4),2,3,0.6,NULL
EM2210,Giao tiếp kinh doanh và thuyết trình,2(0-0-2-4),2,4,0.5,NULL
EM2220,Phương pháp và kỹ năng trình bày, ,2,3,0.7,NULL
EM2221Q,Kỹ năng lãnh đạo,2(2-1-0-4),2,3,0.5,NULL
EM2222,Technical Writing and Presentation,3(2-2-0-6),3,4,0.5,NULL
EM2222Q,Kỹ năng đọc và viết báo cáo khoa học,3(2-2-0-6),3,4,0.5,NULL
EM2223Q,Kỹ năng làm việc nhóm,2(2-1-0-4),2,3,0.7,NULL
EM2300,Tin học kinh tế cơ sở,2(1-0-2-4),2,4,0.5,NULL
EM2301E,Tin học kinh tế đại cương,3(1-1-2-6),3,5,0.5,NULL
EM2322,Technical Writing and Presentation,3(2-2-0-6),3,4,0.6,NULL
EM2420,Kỹ thuật hệ thống công nghiệp,3(2-1-1-6),3,4.5,0.6,NULL
EM2522,Technical Writing and Presentation,3(2-2-0-6),3,4,0.6,NULL
EM2622,Technical Writing and Presentation,3(2-2-0-6),3,4,0.6,NULL
EM2713,Kế toán tài chính 1 (BTL),3(2-2-0-6),3,4,0.5,NULL
EM2722,Technical Writing and Presentation,3(2-2-0-6),3,4,0.6,NULL
EM2730,Báo cáo tài chính,2(2-1-0-4),2,3,0.5,NULL
EM3000,Thực tập kỹ thuật,2.5(0-0-5-10),2.5,5,1,NULL
EM3001,Thực tập cơ bản (Xưởng cơ),1.5(0-0-3-6),1.5,3,1,NULL
EM3001Q,Thực tập kinh tế,2(0-0-4-8),2,4,1,NULL
EM3002,Thực tập nhận thức,1(0-0-2-4),1,3,1,NULL
EM3004,Quản trị dự án,2(2-0-0-4),2,2,0.5,NULL
EM3016,Kinh tế công nghiệp,3(2-1-0-6),3,3,0.6,NULL
EM3100,Kinh tế học vi mô,3(3-1-0-6),3,4,0.7,NULL
EM3100Q,Kinh tế học vi mô,3(3-1-0-6),3,4,0.6,NULL
EM3100S,Kinh tế học vi mô, ,3,4,0.7,NULL
EM3101,Kinh tế đại cương,2(2-0-0-4),2,2,0.6,NULL
EM3101Q,Các nguyên lý và vấn đề kinh tế,3(3-0-0-6),3,3,0.7,NULL
EM3105,Quản lý công nghiệp,3(3-0-0-6),3,3,0.5,NULL
EM3109,Kinh tế học đại cương,4(3-2-0-8),4,5,0.6,NULL
EM3110,Kinh tế học vĩ mô,3(3-1-0-6),3,4,0.7,NULL
EM3110F,Kinh tế học vĩ mô,3(3-1-0-6),3,4,0.7,NULL
EM3110Q,Kinh tế học vĩ mô,3(3-1-0-6),3,4,0.6,NULL
EM3111,Quản trị học,3(3-1-0-6),3,4,0.5,NULL
EM3111Q,Quản trị học,3(3-1-0-6),3,4,0.5,NULL
EM3112,Lịch sử các học thuyết kinh tế, ,2,3,0.7,NULL
EM3112Q,Lịch sử các học thuyết kinh tế,2(2-1-0-4),2,3,0.7,NULL
EM3120,Anh văn kinh tế,2(2-1-0-4),2,3,0.6,NULL
EM3130,Kinh tế lượng,3(3-1-0-6),3,4,0.6,NULL
EM3130F,Phương pháp và mô hình lượng về quản lý,2(2-1-0-4),2,3,0.7,NULL
EM3130Q,Kinh tế lượng,3(3-1-0-6),3,4,0.7,NULL
EM3140,Kinh tế quốc tế,2(2-1-0-4),2,3,0.6,NULL
EM3140F,Kinh tế quốc tế,2(2-1-0-4),2,3,0.6,NULL
EM3140Q,Kinh tế quốc tế,2(2-1-0-4),2,3,0.7,NULL
EM3141Q,Kinh tế quốc tế,2(2-1-0-4),2,3,0.75,NULL
EM3150,Kinh tế phát triển,2(2-0-0-4),2,2,0.7,NULL
EM3150Q,Kinh tế phát triển,2(2-0-0-4),2,2,0.7,NULL
EM3160,Tâm lý trong quản lý,2(2-1-0-4),2,3,0.7,NULL
EM3170,Văn hóa kinh doanh,2(2-0-0-4),2,2,0.7,NULL
EM3170Q,Văn hoá doanh nghiệp,2(2-0-0-4),2,2,0.8,NULL
EM3180,Xã hội học,2(2-1-0-4),2,3,0.7,NULL
EM3181F,Khởi sự doanh nghiệp, ,4,6,0.7,NULL
EM3190,Hành vi của tổ chức,2(2-1-0-4),2,3,0.5,NULL
EM3190F,Hành vi của tổ chức,2(2-1-0-4),2,3,0.7,NULL
EM3190Q,Hành vi của tổ chức,2(2-1-0-4),2,3,0.5,NULL
EM3199,Đồ án ứng dụng Quản trị học vào kinh doanh,1(0-0-2-4),1,2,1,NULL
EM3200,Quản trị doanh nghiệp,3(3-1-0-6),3,4,0.7,NULL
EM3201,Quản trị doanh nghiệp,2(2-1-0-4),2,3,0.7,NULL
EM3202,Quản trị doanh nghiệp,2(1-1-0-4),2,2,0.7,NULL
EM3203,Kinh tế năng lượng,2(2-1-0-4),2,3,0.7,NULL
EM3210,Marketing cơ bản,3(3-1-0-6),3,4,0.5,NULL
EM3210Q,Marketing cơ bản,3(3-1-0-6),3,4,0.7,NULL
EM3210S,Marketing cơ bản, ,3,4,0.7,NULL
EM3211,Nguyên lý marketing,3(3-1-0-6),3,4,0.5,NULL
EM3211E,Nguyên lý marketing,3(3-1-0-6),3,4,0.5,NULL
EM3211F,Phương pháp nghiên cứu trong kinh doanh,2(2-1-0-6),2,3,0.7,NULL
EM3212Q,Marketing cơ bản,3(3-1-0-6),3,4,0.75,NULL
EM3220,Luật kinh doanh,3(3-0-0-6),3,3,0.6,NULL
EM3220F,Luật kinh doanh cơ bản,2(2-1-0-4),2,3,0.7,NULL
EM3220Q,Luật kinh doanh,3(3-0-0-6),3,3,0.7,NULL
EM3221,Kỹ năng viết báo cáo khoa học,2(1-2-0-4),2,3,0.7,NULL
EM3222,Luật kinh doanh,2(2-1-0-4),2,3,0.6,NULL
EM3230,Thống kê ứng dụng,3(3-1-0-6),3,4,0.5,NULL
EM3230F,Thống kê ứng dụng doanh nghiệp,3(2-2-0-6),3,4,0.7,NULL
EM3230Q,Thống kê ứng dụng,3(3-1-0-6),3,4,0.5,NULL
EM3231E,Thống kê ứng dụng và thiết kế lấy mẫu,3(3-1-0-6),3,4,0.5,NULL
EM3231Q,Thống kê ứng dụng,3(3-0-0-6),3,3,0.5,NULL
EM3232Q,Thống kê ứng dụng và thiết kế lấy mẫu,3(3-1-0-6),3,4,0.5,NULL
EM3250,Kinh tế học đại cương,2(2-0-0-4),2,2,0.7,NULL
EM3300,Quản trị quy trình kinh doanh,2(2-1-0-4),2,3,0.5,NULL
EM3301,Đạo đức kinh doanh,2(2-1-0-4),2,3,0.5,NULL
EM3310,Mô phỏng hoạt động kinh doanh,2(2-1-0-4),2,3,0.5,NULL
EM3414,Tổ chức lao động,2(2-1-0-4),2,3,0.5,NULL
EM3415E,Quản trị tinh gọn,2(2-1-0-4),2,3,0.5,NULL
EM3417,Quản trị sản xuất (BTL),3(2-2-0-6),3,4,0.5,NULL
EM3417Q,Quản trị sản xuất,3(2-2-0-6),3,4,0.5,NULL
EM3418E,ERP - Quản lý nguồn lực doanh nghiệp và Quy trình kinh doanh,3(2-1-1-6),3,4.5,0.5,NULL
EM3419,Hệ thống sản xuất tích hợp máy,3(3-1-0-6),3,4,0.5,NULL
EM3424E,Quản trị bán lẻ,3(3-1-0-6),3,4,0.5,NULL
EM3432,Quản trị chuỗi cung ứng,3(3-1-0-6),3,4,0.5,NULL
EM3434E,E-Logistics,3(2-2-0-6),3,4,0.5,NULL
EM3443E,Quản lý dự trữ và kho hàng (BTL),3(2-2-0-6),3,4,0.5,NULL
EM3500,Nguyên lý kế toán,3(3-1-0-6),3,4,0.5,NULL
EM3500Q,Nguyên lý kế toán,3(3-1-0-6),3,4,0.5,NULL
EM3510,Lý thuyết tài chính tiền tệ,3(3-0-0-6),3,3,0.5,NULL
EM3510F,Lý thuyết tài chính tiền tệ,2(2-1-0-4),2,3,0.7,NULL
EM3510Q,Lý thuyết tài chính tiền tệ,3(3-0-0-6),3,3,0.5,NULL
EM3511,Lý thuyết tài chính tiền tệ,2(2-1-0-4),2,3,0.5,NULL
EM3511Q,Lý thuyết tài chính tiền tệ/ L’introduction au finance et à la monnaie,2(2-1-0-4),2,3,0.7,NULL
EM3512,Thị trường và các thể chế tài chính,3(3-1-0-6),3,4,0.5,NULL
EM3519,Tài chính doanh nghiệp,3(3-1-0-6),3,4,0.5,NULL
EM3520,Cơ sở quản trị tài chính,4(3-2-0-8),4,5,0.6,NULL
EM3520Q,Cơ sở quản trị tài chính,4(3-2-0-8),4,5,0.5,NULL
EM3521,Quản trị tài chính,3(3-2-0-6),3,5,0.6,NULL
EM3521F,Quản trị tài chính, ,2,3,0.7,NULL
EM3522,Quản trị tài chính,4(3-2-0-8),4,5,0.6,NULL
EM3523,Quản trị tài chính,3(3-0-0-6),3,3,0.7,NULL
EM3526,Anh văn chuyên ngành Kế toán,2(2-1-0-4),2,3,0.5,NULL
EM3527,Anh văn chuyên ngành TCNH,2(2-1-0-4),2,3,0.5,NULL
EM3537,Các vấn đề đương đại về công nghệ tài chính,3(3-1-0-6),3,4,0.5,NULL
EM3600,Phân tích dữ liệu và Tri thức kinh doanh,3(2-1-1-6),3,4.5,0.6,NULL
EM3614,Phân tích và Quản lý dự án năng lượng,3(3-1-0-6),3,4,0.6,NULL
EM3661,Kinh tế năng lượng,2(2-1-0-4),2,3,0.7,NULL
EM3911Q,Anh văn kinh tế I,2(2-1-0-4),2,3,0.7,NULL
EM3912Q,Anh văn kinh tế II,2(2-0-0-4),2,2,0.7,NULL
EM4001E,Chuyên đề,3(0-0-3-6),3,4.5,0.5,NULL
EM4002,Kiểm toán năng lượng II,2(0-0-2-4),2,3,0.5,NULL
EM4014,Tổ chức lao động II,3(0-0-3-6),3,4.5,0.5,NULL
EM4017,Marketing dịch vụ tài chính,2(0-0-2-2),2,3,0.5,NULL
EM4020,Tín dụng NHTM ứng dụng,2(0-0-2-2),2,3,0.5,NULL
EM4027,Kiểm toán hoạt động ứng dụng,2(0-0-2-2),2,3,0.5,NULL
EM4028,Thị trường năng lượng II,3(0-0-3-6),3,4.5,0.5,NULL
EM4030,Kế toán thuế II,2(0-0-2-2),2,3,0.5,NULL
EM4033,Quản trị rủi ro tài chính,2(0-0-2-2),2,3,0.5,NULL
EM4033E,Quản trị rủi ro ứng dụng,3(0-0-3-6),3,4.5,0.5,NULL
EM4035,Phân tích tài chính ứng dụng,2(0-0-2-2),2,3,0.5,NULL
EM4037,Định mức lao động II,2(0-0-2-2),2,3,0.5,NULL
EM4043,Quản lý sử dụng năng lượng,3(0-0-3-6),3,4.5,0.5,NULL
EM4046,Cải tiến năng suất II,3(0-0-3-6),3,4.5,0.5,NULL
EM4048,Kiểm soát chất lượng II,2(0-0-2-4),2,3,0.5,NULL
EM4060,Tâm lý học quản lý ứng dụng,2(0-0-2-2),2,3,0.5,NULL
EM4071,Quan hệ lao động II,2(0-0-2-2),2,3,0.5,NULL
EM4100E,Giao dịch và đàm phán kinh doanh,3(3-1-0-6),3,4,0.6,NULL
EM4110E,Quản trị kinh doanh thương mại quốc tế,3(3-1-0-6),3,4,0.6,NULL
EM4120F,Phát triển thương mại, ,2,3,0.7,NULL
EM4125,Kinh tế tài nguyên và môi trường,3(2-2-0-6),3,4,0.6,NULL
EM4130,Kinh tế đầu tư,3(3-1-0-6),3,4,0.6,NULL
EM4200,Thực tập chuyên ngành QTDN,2(0-0-4-8),2,4,1,NULL
